Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_hours,Duration_minutes,Duration_total_mins
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,18:00,25h,1,no info,12692,25,0,1500
Air India,2019-05-09,Chennai,Kolkata,MAA → CCU,11:40:00,13:55,2h 15m,0,no info,4667,2,15,135
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,07:10:00,21:20,14h 10m,2,in-flight meal not included,8938,14,10,850
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:30:00,15:30,8h,1,no info,10208,8,0,480
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,11:25:00,19:15,7h 50m,1,no info,7354,7,50,470
Air India,2019-04-21,Banglore,Delhi,BLR → DEL,17:00:00,19:45,2h 45m,0,no info,5438,2,45,165
Air Asia,2019-05-24,Kolkata,Banglore,CCU → BLR,22:50:00,01:20,2h 30m,0,no info,4107,2,30,150
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,19:45:00,12:00,16h 15m,1,in-flight meal not included,11134,16,15,975
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,20:55:00,12:35,15h 40m,1,in-flight meal not included,10262,15,40,940
Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00:00,01:20,18h 20m,2,no info,14083,18,20,1100
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,23:25,16h 15m,1,no info,9345,16,15,975
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,17:30:00,12:35,19h 5m,1,in-flight meal not included,12373,19,5,1145
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,16:00:00,01:30,9h 30m,1,in-flight meal not included,10196,9,30,570
IndiGo,2019-04-15,Delhi,Cochin,DEL → BOM → COK,16:00:00,21:00,5h,1,no info,5947,5,0,300
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,09:20,19h 15m,1,no info,13044,19,15,1155
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,05:45:00,09:20,27h 35m,1,in-flight meal not included,9663,27,35,1655
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,05:45:00,20:20,14h 35m,1,no info,27992,14,35,875
IndiGo,2019-03-24,Kolkata,Banglore,CCU → HYD → BLR,15:10:00,19:50,4h 40m,1,no info,7476,4,40,280
Air India,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,07:00:00,20:25,13h 25m,1,no info,10413,13,25,805
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,11:40:00,19:15,7h 35m,1,no info,10261,7,35,455
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,23:35,14h,1,no info,14151,14,0,840
Air India,2019-04-06,Banglore,Delhi,BLR → DEL,06:10:00,08:55,2h 45m,0,no info,5176,2,45,165
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,10:00:00,04:25,18h 25m,1,no info,14714,18,25,1105
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,14:25,21h 25m,1,in-flight meal not included,9314,21,25,1285
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,21:50:00,04:25,6h 35m,1,no info,14714,6,35,395
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,08:00:00,19:00,11h,1,no info,12192,11,0,660
SpiceJet,2019-04-03,Mumbai,Hyderabad,BOM → HYD,22:45:00,00:15,1h 30m,0,no info,1759,1,30,90
IndiGo,2019-03-27,Delhi,Cochin,DEL → MAA → COK,02:05:00,07:25,5h 20m,1,no info,4744,5,20,320
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,19:50:00,22:50,3h,0,no info,7229,3,0,180
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,00:20:00,04:25,28h 5m,1,no info,15029,28,5,1685
IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,20:25:00,23:05,2h 40m,0,no info,4462,2,40,160
SpiceJet,2019-03-12,Chennai,Kolkata,MAA → CCU,08:20:00,10:35,2h 15m,0,no info,6300,2,15,135
Air India,2019-03-21,Mumbai,Hyderabad,BOM → HYD,19:30:00,20:45,1h 15m,0,no info,2575,1,15,75
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,18:55:00,19:10,24h 15m,1,in-flight meal not included,11087,24,15,1455
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,04:00:00,13:20,9h 20m,1,no info,6305,9,20,560
Vistara,2019-03-09,Banglore,New Delhi,BLR → DEL,19:40:00,22:20,2h 40m,0,no info,8290,2,40,160
Jet Airways,2019-06-18,Banglore,Delhi,BLR → DEL,07:10:00,10:10,3h,0,in-flight meal not included,5769,3,0,180
IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,21:15:00,00:15,3h,0,no info,4990,3,0,180
Air Asia,2019-03-03,Banglore,New Delhi,BLR → DEL,23:25:00,02:10,2h 45m,0,no info,6135,2,45,165
IndiGo,2019-03-27,Delhi,Cochin,DEL → BLR → COK,02:00:00,07:45,5h 45m,1,no info,5733,5,45,345
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,06:00:00,21:00,15h,1,no info,7670,15,0,900
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10:00,19:00,23h 50m,2,no info,12819,23,50,1430
IndiGo,2019-05-03,Banglore,Delhi,BLR → DEL,20:00:00,22:50,2h 50m,0,no info,4823,2,50,170
IndiGo,2019-05-09,Delhi,Cochin,DEL → BOM → COK,04:55:00,21:00,16h 5m,1,no info,6979,16,5,965
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,09:25:00,18:30,9h 5m,1,no info,10493,9,5,545
Air India,2019-03-09,Delhi,Cochin,DEL → BHO → BOM → COK,20:00:00,19:15,23h 15m,2,no info,16111,23,15,1395
Air India,2019-06-09,Delhi,Cochin,DEL → GOI → BOM → COK,22:00:00,19:15,21h 15m,2,no info,10651,21,15,1275
IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,05:05:00,16:10,11h 5m,1,no info,6600,11,5,665
Jet Airways,2019-06-12,Delhi,Cochin,DEL → NAG → BOM → COK,14:35:00,12:35,22h,2,in-flight meal not included,10919,22,0,1320
IndiGo,2019-03-21,Kolkata,Banglore,CCU → BLR,10:10:00,12:55,2h 45m,0,no info,5198,2,45,165
Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → JDH → DEL,08:50:00,16:20,31h 30m,2,no info,12778,31,30,1890
IndiGo,2019-03-27,Mumbai,Hyderabad,BOM → HYD,19:05:00,20:30,1h 25m,0,no info,2754,1,25,85
Jet Airways,2019-05-09,Delhi,Cochin,DEL → AMD → BOM → COK,23:05:00,19:00,19h 55m,2,no info,15129,19,55,1195
IndiGo,2019-05-09,Delhi,Cochin,DEL → BOM → COK,20:25:00,01:30,5h 5m,1,no info,7255,5,5,305
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:05:00,13:20,6h 15m,1,no info,14486,6,15,375
GoAir,2019-04-21,Delhi,Cochin,DEL → BOM → COK,07:00:00,12:55,5h 55m,1,no info,6591,5,55,355
SpiceJet,2019-05-21,Banglore,Delhi,BLR → DEL,21:10:00,00:05,2h 55m,0,no check-in baggage included,3573,2,55,175
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,15:00:00,12:35,21h 35m,1,in-flight meal not included,10262,21,35,1295
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,10:05,15h 10m,1,no info,14388,15,10,910
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,17:30:00,19:00,25h 30m,1,no info,14714,25,30,1530
Jet Airways,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,19:30:00,12:35,17h 5m,2,in-flight meal not included,10368,17,5,1025
SpiceJet,2019-03-21,Chennai,Kolkata,MAA → CCU,09:30:00,12:05,2h 35m,0,no info,3384,2,35,155
Air India,2019-03-24,Kolkata,Banglore,CCU → BBI → BLR,12:00:00,13:40,25h 40m,1,no info,7742,25,40,1540
IndiGo,2019-06-09,Delhi,Cochin,DEL → BLR → COK,02:00:00,07:45,5h 45m,1,no info,6386,5,45,345
Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,18:55:00,22:00,3h 5m,0,in-flight meal not included,7229,3,5,185
Air India,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,09:25:00,18:30,9h 5m,1,no info,8891,9,5,545
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,13:00:00,21:00,8h,1,no info,13587,8,0,480
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:30:00,13:20,5h 50m,1,no info,8227,5,50,350
Air India,2019-04-01,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50:00,23:15,13h 25m,2,no info,12125,13,25,805
SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,22:20:00,00:40,2h 20m,0,no info,3873,2,20,140
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,16:00:00,01:30,9h 30m,1,no info,13377,9,30,570
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,23:35,27h 10m,1,no info,10953,27,10,1630
SpiceJet,2019-03-09,Kolkata,Banglore,CCU → BLR,06:55:00,09:35,2h 40m,0,no info,4622,2,40,160
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,13:55:00,10:05,20h 10m,1,no info,14231,20,10,1210
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,21:50:00,19:00,21h 10m,1,in-flight meal not included,10262,21,10,1270
IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,22:10:00,01:00,2h 50m,0,no info,3943,2,50,170
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:20:00,20:20,24h,1,no info,8610,24,0,1440
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → HYD → COK,07:05:00,22:20,15h 15m,1,no info,6717,15,15,915
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,08:30:00,19:00,10h 30m,1,no info,10877,10,30,630
IndiGo,2019-05-01,Kolkata,Banglore,CCU → HYD → BLR,15:15:00,20:05,4h 50m,1,no info,4775,4,50,290
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,16:30:00,22:35,6h 5m,1,no info,14571,6,5,365
SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,09:35:00,12:30,2h 55m,0,no check-in baggage included,6205,2,55,175
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,18:00,21h 35m,1,no info,14151,21,35,1295
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,11:40:00,21:00,9h 20m,1,no info,6637,9,20,560
Air India,2019-03-03,Banglore,New Delhi,BLR → TRV → COK → DEL,07:30:00,10:50,27h 20m,2,no info,12074,27,20,1640
IndiGo,2019-06-21,Kolkata,Banglore,CCU → BLR,11:30:00,14:05,2h 35m,0,no info,4804,2,35,155
IndiGo,2019-05-06,Kolkata,Banglore,CCU → PNQ → BLR,21:00:00,02:15,5h 15m,1,no info,7252,5,15,315
IndiGo,2019-06-03,Delhi,Cochin,DEL → HYD → COK,07:35:00,12:10,4h 35m,1,no info,6069,4,35,275
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,11:30:00,19:00,7h 30m,1,no info,15554,7,30,450
IndiGo,2019-05-18,Chennai,Kolkata,MAA → CCU,15:40:00,18:25,2h 45m,0,no info,3850,2,45,165
Air India,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,18:45:00,19:15,24h 30m,2,no info,12940,24,30,1470
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → IXB → BLR,11:15:00,18:30,7h 15m,1,no info,8844,7,15,435
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,07:05:00,19:00,11h 55m,1,in-flight meal not included,15190,11,55,715
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,08:00:00,16:10,8h 10m,1,in-flight meal not included,9134,8,10,490
Jet Airways,2019-04-09,Delhi,Cochin,DEL → BOM → COK,20:55:00,12:35,15h 40m,1,no info,11822,15,40,940
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,15:00:00,01:30,10h 30m,1,no info,15078,10,30,630
SpiceJet,2019-03-01,Mumbai,Hyderabad,BOM → HYD,22:45:00,00:10,1h 25m,0,no info,11005,1,25,85
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,15:00:00,01:35,10h 35m,1,no info,7006,10,35,635
IndiGo,2019-03-09,Banglore,New Delhi,BLR → HYD → DEL,16:55:00,21:50,4h 55m,1,no info,4259,4,55,295
Air India,2019-03-09,Delhi,Cochin,DEL → HYD → BOM → COK,21:30:00,19:15,21h 45m,2,no info,11762,21,45,1305
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,08:55:00,09:00,24h 5m,1,in-flight meal not included,8147,24,5,1445
SpiceJet,2019-05-27,Kolkata,Banglore,CCU → BLR,06:55:00,09:30,2h 35m,0,no check-in baggage included,3841,2,35,155
IndiGo,2019-04-03,Kolkata,Banglore,CCU → BLR,17:15:00,19:50,2h 35m,0,no info,4174,2,35,155
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30:00,04:25,10h 55m,1,in-flight meal not included,12898,10,55,655
SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,15:45:00,22:05,6h 20m,1,no info,5583,6,20,380
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,11:30:00,19:00,7h 30m,1,in-flight meal not included,10262,7,30,450
Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,06:00:00,08:45,2h 45m,0,no info,7229,2,45,165
Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,05:30:00,04:25,22h 55m,2,no info,15129,22,55,1375
Vistara,2019-06-09,Banglore,Delhi,BLR → DEL,21:00:00,23:50,2h 50m,0,no info,4668,2,50,170
IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,18:25:00,21:20,2h 55m,0,no info,4990,2,55,175
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,22:10:00,00:55,2h 45m,0,no info,6985,2,45,165
IndiGo,2019-04-03,Banglore,Delhi,BLR → DEL,16:55:00,19:55,3h,0,no info,4823,3,0,180
Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,07:10:00,18:50,11h 40m,1,no info,9345,11,40,700
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,16:20,26h 15m,1,in-flight meal not included,10844,26,15,1575
Jet Airways,2019-05-09,Delhi,Cochin,DEL → IDR → BOM → COK,09:35:00,12:35,27h,2,no info,14657,27,0,1620
IndiGo,2019-06-03,Delhi,Cochin,DEL → HYD → COK,05:05:00,16:10,11h 5m,1,no info,6818,11,5,665
Air India,2019-05-15,Delhi,Cochin,DEL → NAG → BOM → COK,05:55:00,07:40,25h 45m,2,no info,11543,25,45,1545
SpiceJet,2019-03-24,Mumbai,Hyderabad,BOM → HYD,22:45:00,00:10,1h 25m,0,no check-in baggage included,2175,1,25,85
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55:00,16:20,21h 25m,1,in-flight meal not included,10844,21,25,1285
Jet Airways,2019-04-01,Mumbai,Hyderabad,BOM → HYD,07:05:00,08:30,1h 25m,0,no info,8040,1,25,85
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,20:45,12h 20m,1,no info,14571,12,20,740
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,12:00,5h 30m,1,no info,14571,5,30,330
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,16:00:00,12:35,20h 35m,1,in-flight meal not included,12898,20,35,1235
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,10:00:00,19:15,9h 15m,1,no info,14848,9,15,555
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,19:00:00,01:30,6h 30m,1,no info,8283,6,30,390
Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,15:15:00,18:10,2h 55m,0,no info,7229,2,55,175
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,11:40:00,01:30,13h 50m,1,no info,8405,13,50,830
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BHO → BOM → COK,05:40:00,04:25,22h 45m,2,no info,19266,22,45,1365
Air India,2019-03-06,Delhi,Cochin,DEL → BLR → COK,17:40:00,08:15,14h 35m,1,no info,11038,14,35,875
Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,18:55:00,22:00,3h 5m,0,no info,8016,3,5,185
SpiceJet,2019-03-21,Chennai,Kolkata,MAA → CCU,17:45:00,20:05,2h 20m,0,no info,3384,2,20,140
IndiGo,2019-04-09,Delhi,Cochin,DEL → BOM → COK,18:35:00,01:30,6h 55m,1,no info,6573,6,55,415
Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,23:05:00,19:00,19h 55m,2,no info,12819,19,55,1195
Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,09:40:00,04:25,18h 45m,2,no info,15129,18,45,1125
IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,23:30:00,02:20,2h 50m,0,no info,3943,2,50,170
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,22:50:00,12:15,13h 25m,1,in-flight meal not included,7832,13,25,805
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,07:10:00,10:05,2h 55m,0,no info,6860,2,55,175
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,18:25:00,21:20,2h 55m,0,no info,4823,2,55,175
Air India,2019-05-06,Banglore,Delhi,BLR → DEL,17:00:00,19:45,2h 45m,0,no info,5228,2,45,165
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,14:05:00,19:50,5h 45m,1,no info,13364,5,45,345
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,16:55:00,07:40,14h 45m,1,no info,13555,14,45,885
IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,22:05:00,00:25,2h 20m,0,no info,5277,2,20,140
Air India,2019-05-12,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00:00,01:20,18h 20m,2,no info,13243,18,20,1100
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,06:00:00,19:00,13h,1,no info,9794,13,0,780
Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,06:00:00,08:45,2h 45m,0,no info,8016,2,45,165
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,17:30:00,01:30,8h,1,no info,13377,8,0,480
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,22:05,29h 5m,1,no info,12692,29,5,1745
Air India,2019-06-06,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20:00,18:30,10h 10m,2,no info,10697,10,10,610
SpiceJet,2019-03-27,Chennai,Kolkata,MAA → CCU,09:30:00,12:05,2h 35m,0,no info,3384,2,35,155
IndiGo,2019-05-09,Delhi,Cochin,DEL → HYD → COK,06:50:00,22:30,15h 40m,1,no info,6734,15,40,940
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,09:20,13h 20m,1,in-flight meal not included,10844,13,20,800
Air India,2019-05-24,Banglore,Delhi,BLR → DEL,21:05:00,23:55,2h 50m,0,no info,5228,2,50,170
Air India,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,09:25:00,11:10,25h 45m,1,no info,8891,25,45,1545
IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,07:55:00,10:15,2h 20m,0,no info,3384,2,20,140
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,08:00:00,21:00,13h,1,no info,17057,13,0,780
IndiGo,2019-04-03,Kolkata,Banglore,CCU → HYD → BLR,19:20:00,23:45,4h 25m,1,no info,3480,4,25,265
SpiceJet,2019-05-03,Banglore,Delhi,BLR → DEL,09:30:00,12:20,2h 50m,0,no info,4423,2,50,170
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,04:40,22h 10m,1,no info,14178,22,10,1330
SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1,no check-in baggage included,4760,4,30,270
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,09:45,13h 20m,1,no info,14151,13,20,800
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,20:00:00,16:20,20h 20m,1,no info,12681,20,20,1220
Jet Airways,2019-04-03,Delhi,Cochin,DEL → COK,11:00:00,14:15,3h 15m,0,in-flight meal not included,4886,3,15,195
Air Asia,2019-06-21,Kolkata,Banglore,CCU → BLR,10:20:00,12:55,2h 35m,0,no info,3807,2,35,155
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,04:40:00,07:15,2h 35m,0,no info,4804,2,35,155
IndiGo,2019-03-09,Banglore,New Delhi,BLR → HYD → DEL,07:30:00,12:20,4h 50m,1,no info,5694,4,50,290
Multiple carriers,2019-05-24,Delhi,Cochin,DEL → BOM → COK,09:00:00,19:00,10h,1,no info,10197,10,0,600
IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,23:30:00,02:20,2h 50m,0,no info,4077,2,50,170
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,18:15,11h 45m,1,no info,14781,11,45,705
IndiGo,2019-05-09,Kolkata,Banglore,CCU → BLR,11:30:00,14:05,2h 35m,0,no info,5224,2,35,155
IndiGo,2019-04-24,Kolkata,Banglore,CCU → BLR,21:25:00,00:05,2h 40m,0,no info,4804,2,40,160
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,06:30:00,04:40,22h 10m,1,in-flight meal not included,8586,22,10,1330
Air India,2019-05-21,Kolkata,Banglore,CCU → BBI → BLR,12:00:00,13:15,25h 15m,1,no info,7662,25,15,1515
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,09:55:00,18:50,8h 55m,1,no info,18550,8,55,535
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,23:25,6h 25m,1,no info,8610,6,25,385
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,07:10:00,10:10,3h,0,no info,7229,3,0,180
Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00:00,05:25,19h 25m,2,no info,12009,19,25,1165
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,17:00:00,21:05,28h 5m,1,no info,14151,28,5,1685
Air India,2019-04-09,Delhi,Cochin,DEL → COK,05:10:00,08:00,2h 50m,0,no info,4729,2,50,170
Air India,2019-03-03,Delhi,Cochin,DEL → COK,05:10:00,08:00,2h 50m,0,no info,7931,2,50,170
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,11:30:00,12:35,25h 5m,1,in-flight meal not included,12898,25,5,1505
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,06:50:00,04:25,21h 35m,1,no info,16289,21,35,1295
Jet Airways,2019-06-03,Delhi,Cochin,DEL → IDR → BOM → COK,21:25:00,19:00,21h 35m,2,no info,13292,21,35,1295
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:00:00,21:00,13h,1,no info,7618,13,0,780
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,18:15:00,01:30,7h 15m,1,no info,13377,7,15,435
Air Asia,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,07:35:00,23:30,15h 55m,1,no info,5192,15,55,955
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:40:00,19:15,7h 35m,1,in-flight meal not included,7268,7,35,455
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,09:45,13h 20m,1,in-flight meal not included,12384,13,20,800
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,04:00:00,06:50,2h 50m,0,no info,5694,2,50,170
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → JDH → DEL,08:55:00,15:55,7h,2,no info,16338,7,0,420
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,13:00:00,01:30,12h 30m,1,no info,7198,12,30,750
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:00:00,18:50,10h 50m,1,in-flight meal not included,6540,10,50,650
Jet Airways,2019-06-03,Mumbai,Hyderabad,BOM → HYD,19:35:00,21:05,1h 30m,0,in-flight meal not included,3210,1,30,90
SpiceJet,2019-06-18,Kolkata,Banglore,CCU → BLR,06:55:00,09:30,2h 35m,0,no info,3873,2,35,155
Air Asia,2019-04-21,Banglore,Delhi,BLR → DEL,11:10:00,13:55,2h 45m,0,no info,4483,2,45,165
Air Asia,2019-05-15,Delhi,Cochin,DEL → BLR → COK,16:45:00,22:25,5h 40m,1,no info,6752,5,40,340
IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,07:10:00,10:05,2h 55m,0,no info,4823,2,55,175
Air India,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,20:30:00,08:55,12h 25m,1,no info,10203,12,25,745
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,22:20:00,00:40,2h 20m,0,no info,3873,2,20,140
SpiceJet,2019-03-27,Mumbai,Hyderabad,BOM → HYD,13:10:00,14:30,1h 20m,0,no info,2017,1,20,80
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,08:25:00,04:40,20h 15m,1,in-flight meal not included,8586,20,15,1215
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,22:50:00,10:25,11h 35m,1,1 long layover,31825,11,35,695
Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00:00,13:45,27h 45m,2,no info,16057,27,45,1665
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,02:15:00,04:25,26h 10m,1,in-flight meal not included,10262,26,10,1570
IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,20:25:00,01:30,5h 5m,1,no info,6593,5,5,305
SpiceJet,2019-06-24,Banglore,Delhi,BLR → DEL,21:10:00,00:05,2h 55m,0,no info,3971,2,55,175
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,19:15:00,18:50,23h 35m,1,no info,16289,23,35,1415
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,09:35:00,09:45,24h 10m,1,in-flight meal not included,9314,24,10,1450
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,17:45:00,20:45,3h,0,in-flight meal not included,4030,3,0,180
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,14:00:00,21:00,7h,1,no info,13587,7,0,420
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:25:00,18:00,21h 35m,1,in-flight meal not included,9314,21,35,1295
Air Asia,2019-06-15,Delhi,Cochin,DEL → BLR → COK,20:45:00,07:10,10h 25m,1,no info,6253,10,25,625
